KPCA,R^8,1,0.418
KPCA,R^16,1,0.436
KPCA,R^32,1,0.427
KPCA,R^64,1,0.412
Original,R^128,1,0.447
KPCA,R^8,2,0.431
KPCA,R^16,2,0.476
KPCA,R^32,2,0.481
KPCA,R^64,2,0.479
Original,R^128,2,0.490
KPCA,R^8,3,0.433
KPCA,R^16,3,0.477
KPCA,R^32,3,0.490
KPCA,R^64,3,0.506
Original,R^128,3,0.518
